Date,Price,Open,High,Low,Vol.,Change %
23-Aug-18,1709.00,1709.00,1709.00,1709.00,-,-1.50%
22-Aug-18,1735.00,1735.00,1735.00,1735.00,-,-0.06%
21-Aug-18,1736.00,1736.00,1736.00,1736.00,-,0.52%
20-Aug-18,1727.00,1727.00,1727.00,1727.00,-,0.23%
17-Aug-18,1723.00,1723.00,1723.00,1723.00,-,0.17%
16-Aug-18,1720.00,1720.00,1720.00,1720.00,-,-0.41%
15-Aug-18,1727.00,1727.00,1727.00,1727.00,-,0.12%
14-Aug-18,1725.00,1725.00,1725.00,1725.00,-,0.94%
13-Aug-18,1709.00,1709.00,1709.00,1709.00,-,1.06%
10-Aug-18,1691.00,1691.00,1691.00,1691.00,-,-0.18%
9-Aug-18,1694.00,1694.00,1694.00,1694.00,-,-0.59%
8-Aug-18,1704.00,1704.00,1704.00,1704.00,-,-1.62%
7-Aug-18,1732.00,1732.00,1732.00,1732.00,-,-2.31%
6-Aug-18,1773.00,1773.00,1773.00,1773.00,-,0.00%
3-Aug-18,1773.00,1773.00,1773.00,1773.00,-,0.97%
2-Aug-18,1756.00,1756.00,1756.00,1756.00,-,-0.23%
1-Aug-18,1760.00,1760.00,1760.00,1760.00,-,0.74%
31-Jul-18,1747.00,1747.00,1747.00,1747.00,-,2.58%
30-Jul-18,1703.00,1703.00,1703.00,1703.00,-,1.61%
27-Jul-18,1676.00,1676.00,1676.00,1676.00,-,-1.87%
26-Jul-18,1708.00,1708.00,1708.00,1708.00,-,-3.61%
25-Jul-18,1772.00,1772.00,1772.00,1772.00,-,-0.11%
24-Jul-18,1774.00,1774.00,1774.00,1774.00,-,3.26%
23-Jul-18,1718.00,1718.00,1718.00,1718.00,-,1.72%
20-Jul-18,1689.00,1689.00,1689.00,1689.00,-,1.93%
19-Jul-18,1657.00,1657.00,1657.00,1657.00,-,-1.84%
18-Jul-18,1688.00,1688.00,1688.00,1688.00,-,-1.92%
17-Jul-18,1721.00,1721.00,1721.00,1721.00,-,1.53%
16-Jul-18,1695.00,1695.00,1695.00,1695.00,-,1.74%
13-Jul-18,1666.00,1666.00,1666.00,1666.00,-,2.08%
12-Jul-18,1632.00,1632.00,1632.00,1632.00,-,2.90%
11-Jul-18,1586.00,1586.00,1586.00,1586.00,-,1.99%
10-Jul-18,1555.00,1555.00,1555.00,1555.00,-,-3.36%
9-Jul-18,1609.00,1609.00,1609.00,1609.00,-,-0.80%
6-Jul-18,1622.00,1622.00,1622.00,1622.00,-,0.62%
5-Jul-18,1612.00,1612.00,1612.00,1612.00,-,2.87%
4-Jul-18,1567.00,1567.00,1567.00,1567.00,-,6.17%
3-Jul-18,1476.00,1476.00,1476.00,1476.00,-,3.80%
2-Jul-18,1422.00,1422.00,1422.00,1422.00,-,2.67%
29-Jun-18,1385.00,1385.00,1385.00,1385.00,-,4.21%
28-Jun-18,1329.00,1329.00,1329.00,1329.00,-,1.53%
27-Jun-18,1309.00,1309.00,1309.00,1309.00,-,-1.06%
26-Jun-18,1323.00,1323.00,1323.00,1323.00,-,-0.75%
25-Jun-18,1333.00,1333.00,1333.00,1333.00,-,-0.60%
22-Jun-18,1341.00,1341.00,1341.00,1341.00,-,-0.45%
21-Jun-18,1347.00,1347.00,1347.00,1347.00,-,-1.89%
20-Jun-18,1373.00,1373.00,1373.00,1373.00,-,-3.24%
19-Jun-18,1419.00,1419.00,1419.00,1419.00,-,-1.60%
18-Jun-18,1442.00,1442.00,1442.00,1442.00,-,-0.21%
15-Jun-18,1445.00,1445.00,1445.00,1445.00,-,0.84%
14-Jun-18,1433.00,1433.00,1433.00,1433.00,-,2.07%
13-Jun-18,1404.00,1404.00,1404.00,1404.00,-,1.01%
12-Jun-18,1390.00,1390.00,1390.00,1390.00,-,0.22%
11-Jun-18,1387.00,1387.00,1387.00,1387.00,-,-0.29%
8-Jun-18,1391.00,1391.00,1391.00,1391.00,-,-0.29%
7-Jun-18,1395.00,1395.00,1395.00,1395.00,-,4.10%
6-Jun-18,1340.00,1340.00,1340.00,1340.00,-,7.29%
5-Jun-18,1249.00,1249.00,1249.00,1249.00,-,4.69%
4-Jun-18,1193.00,1193.00,1193.00,1193.00,-,3.20%
1-Jun-18,1156.00,1156.00,1156.00,1156.00,-,6.06%
31-May-18,1090.00,1090.00,1090.00,1090.00,-,4.61%
30-May-18,1042.00,1042.00,1042.00,1042.00,-,-1.42%
29-May-18,1057.00,1057.00,1057.00,1057.00,-,-1.86%
25-May-18,1077.00,1077.00,1077.00,1077.00,-,-2.89%
24-May-18,1109.00,1109.00,1109.00,1109.00,-,-4.56%
23-May-18,1162.00,1162.00,1162.00,1162.00,-,-3.09%
22-May-18,1199.00,1199.00,1199.00,1199.00,-,-3.23%
21-May-18,1239.00,1239.00,1239.00,1239.00,-,-2.67%
18-May-18,1273.00,1273.00,1273.00,1273.00,-,-2.45%
17-May-18,1305.00,1305.00,1305.00,1305.00,-,-6.99%
16-May-18,1403.00,1403.00,1403.00,1403.00,-,-4.43%
15-May-18,1468.00,1468.00,1468.00,1468.00,-,-0.54%
14-May-18,1476.00,1476.00,1476.00,1476.00,-,0.27%
11-May-18,1472.00,1472.00,1472.00,1472.00,-,1.31%
10-May-18,1453.00,1453.00,1453.00,1453.00,-,-0.82%
9-May-18,1465.00,1465.00,1465.00,1465.00,-,2.30%
8-May-18,1432.00,1432.00,1432.00,1432.00,-,3.47%
4-May-18,1384.00,1384.00,1384.00,1384.00,-,0.58%
3-May-18,1376.00,1376.00,1376.00,1376.00,-,2.23%
2-May-18,1346.00,1346.00,1346.00,1346.00,-,1.43%
1-May-18,1327.00,1327.00,1327.00,1327.00,-,-1.04%
30-Apr-18,1341.00,1341.00,1341.00,1341.00,-,-1.47%
27-Apr-18,1361.00,1361.00,1361.00,1361.00,-,-1.02%
26-Apr-18,1375.00,1375.00,1375.00,1375.00,-,-0.07%
25-Apr-18,1376.00,1376.00,1376.00,1376.00,-,3.46%
24-Apr-18,1330.00,1330.00,1330.00,1330.00,-,1.84%
23-Apr-18,1306.00,1306.00,1306.00,1306.00,-,1.95%
20-Apr-18,1281.00,1281.00,1281.00,1281.00,-,6.66%
19-Apr-18,1201.00,1201.00,1201.00,1201.00,-,6.85%
18-Apr-18,1124.00,1124.00,1124.00,1124.00,-,6.84%
17-Apr-18,1052.00,1052.00,1052.00,1052.00,-,2.63%
16-Apr-18,1025.00,1025.00,1025.00,1025.00,-,1.08%
13-Apr-18,1014.00,1014.00,1014.00,1014.00,-,2.11%
12-Apr-18,993.00,993.00,993.00,993.00,-,1.43%
11-Apr-18,979.00,979.00,979.00,979.00,-,0.51%
10-Apr-18,974.00,974.00,974.00,974.00,-,2.31%
9-Apr-18,952.00,952.00,952.00,952.00,-,0.42%
6-Apr-18,948.00,948.00,948.00,948.00,-,-0.52%
5-Apr-18,953.00,953.00,953.00,953.00,-,-2.46%
4-Apr-18,977.00,977.00,977.00,977.00,-,-3.84%
3-Apr-18,1016.00,1016.00,1016.00,1016.00,-,-3.70%
29-Mar-18,1055.00,1055.00,1055.00,1055.00,-,-2.31%
28-Mar-18,1080.00,1080.00,1080.00,1080.00,-,-3.31%
27-Mar-18,1117.00,1117.00,1117.00,1117.00,-,-0.80%
26-Mar-18,1126.00,1126.00,1126.00,1126.00,-,0.36%
23-Mar-18,1122.00,1122.00,1122.00,1122.00,-,0.45%
22-Mar-18,1117.00,1117.00,1117.00,1117.00,-,0.00%
21-Mar-18,1117.00,1117.00,1117.00,1117.00,-,-0.45%
20-Mar-18,1122.00,1122.00,1122.00,1122.00,-,-1.23%
19-Mar-18,1136.00,1136.00,1136.00,1136.00,-,-0.61%
16-Mar-18,1143.00,1143.00,1143.00,1143.00,-,-0.61%
15-Mar-18,1150.00,1150.00,1150.00,1150.00,-,-1.63%
14-Mar-18,1169.00,1169.00,1169.00,1169.00,-,-0.85%
13-Mar-18,1179.00,1179.00,1179.00,1179.00,-,-1.09%
12-Mar-18,1192.00,1192.00,1192.00,1192.00,-,-0.75%
9-Mar-18,1201.00,1201.00,1201.00,1201.00,-,0.33%
8-Mar-18,1197.00,1197.00,1197.00,1197.00,-,0.50%
7-Mar-18,1191.00,1191.00,1191.00,1191.00,-,-1.73%
6-Mar-18,1212.00,1212.00,1212.00,1212.00,-,0.17%
5-Mar-18,1210.00,1210.00,1210.00,1210.00,-,0.25%
2-Mar-18,1207.00,1207.00,1207.00,1207.00,-,0.92%
1-Mar-18,1196.00,1196.00,1196.00,1196.00,-,0.34%
28-Feb-18,1192.00,1192.00,1192.00,1192.00,-,0.34%
27-Feb-18,1188.00,1188.00,1188.00,1188.00,-,-0.25%
26-Feb-18,1191.00,1191.00,1191.00,1191.00,-,0.51%
23-Feb-18,1185.00,1185.00,1185.00,1185.00,-,1.54%
22-Feb-18,1167.00,1167.00,1167.00,1167.00,-,1.83%
21-Feb-18,1146.00,1146.00,1146.00,1146.00,-,2.60%
20-Feb-18,1117.00,1117.00,1117.00,1117.00,-,2.76%
19-Feb-18,1087.00,1087.00,1087.00,1087.00,-,0.28%
16-Feb-18,1084.00,1084.00,1084.00,1084.00,-,-0.46%
15-Feb-18,1089.00,1089.00,1089.00,1089.00,-,-0.55%
14-Feb-18,1095.00,1095.00,1095.00,1095.00,-,-1.71%
13-Feb-18,1114.00,1114.00,1114.00,1114.00,-,-0.80%
12-Feb-18,1123.00,1123.00,1123.00,1123.00,-,-0.18%
9-Feb-18,1125.00,1125.00,1125.00,1125.00,-,1.72%
8-Feb-18,1106.00,1106.00,1106.00,1106.00,-,0.82%
7-Feb-18,1097.00,1097.00,1097.00,1097.00,-,0.18%
6-Feb-18,1095.00,1095.00,1095.00,1095.00,-,1.20%
5-Feb-18,1082.00,1082.00,1082.00,1082.00,-,-1.19%
2-Feb-18,1095.00,1095.00,1095.00,1095.00,-,-1.71%
1-Feb-18,1114.00,1114.00,1114.00,1114.00,-,-3.30%
31-Jan-18,1152.00,1152.00,1152.00,1152.00,-,-3.27%
30-Jan-18,1191.00,1191.00,1191.00,1191.00,-,-1.89%
29-Jan-18,1214.00,1214.00,1214.00,1214.00,-,-0.41%
26-Jan-18,1219.00,1219.00,1219.00,1219.00,-,0.16%
25-Jan-18,1217.00,1217.00,1217.00,1217.00,-,1.42%
24-Jan-18,1200.00,1200.00,1200.00,1200.00,-,3.72%
23-Jan-18,1157.00,1157.00,1157.00,1157.00,-,2.48%
22-Jan-18,1129.00,1129.00,1129.00,1129.00,-,0.36%
19-Jan-18,1125.00,1125.00,1125.00,1125.00,-,-1.23%
18-Jan-18,1139.00,1139.00,1139.00,1139.00,-,-2.15%
17-Jan-18,1164.00,1164.00,1164.00,1164.00,-,-4.67%
16-Jan-18,1221.00,1221.00,1221.00,1221.00,-,-3.40%
15-Jan-18,1264.00,1264.00,1264.00,1264.00,-,-1.17%
12-Jan-18,1279.00,1279.00,1279.00,1279.00,-,-1.84%
11-Jan-18,1303.00,1303.00,1303.00,1303.00,-,-4.61%
10-Jan-18,1366.00,1366.00,1366.00,1366.00,-,-2.08%
9-Jan-18,1395.00,1395.00,1395.00,1395.00,-,0.72%
8-Jan-18,1385.00,1385.00,1385.00,1385.00,-,1.02%
5-Jan-18,1371.00,1371.00,1371.00,1371.00,-,2.24%
4-Jan-18,1341.00,1341.00,1341.00,1341.00,-,6.26%
3-Jan-18,1262.00,1262.00,1262.00,1262.00,-,2.60%
2-Jan-18,1230.00,1230.00,1230.00,1230.00,-,-9.96%
22-Dec-17,1366.00,1366.00,1366.00,1366.00,-,-4.48%
21-Dec-17,1430.00,1430.00,1430.00,1430.00,-,-3.12%
20-Dec-17,1476.00,1476.00,1476.00,1476.00,-,-4.59%
19-Dec-17,1547.00,1547.00,1547.00,1547.00,-,-2.58%
18-Dec-17,1588.00,1588.00,1588.00,1588.00,-,-1.91%
15-Dec-17,1619.00,1619.00,1619.00,1619.00,-,-2.94%
14-Dec-17,1668.00,1668.00,1668.00,1668.00,-,-3.58%
13-Dec-17,1730.00,1730.00,1730.00,1730.00,-,-0.75%
12-Dec-17,1743.00,1743.00,1743.00,1743.00,-,0.93%
11-Dec-17,1727.00,1727.00,1727.00,1727.00,-,1.47%
8-Dec-17,1702.00,1702.00,1702.00,1702.00,-,1.37%
7-Dec-17,1679.00,1679.00,1679.00,1679.00,-,0.54%
6-Dec-17,1670.00,1670.00,1670.00,1670.00,-,0.24%
5-Dec-17,1666.00,1666.00,1666.00,1666.00,-,0.24%
4-Dec-17,1662.00,1662.00,1662.00,1662.00,-,2.21%
1-Dec-17,1626.00,1626.00,1626.00,1626.00,-,3.04%
30-Nov-17,1578.00,1578.00,1578.00,1578.00,-,2.73%
29-Nov-17,1536.00,1536.00,1536.00,1536.00,-,1.99%
28-Nov-17,1506.00,1506.00,1506.00,1506.00,-,1.96%
27-Nov-17,1477.00,1477.00,1477.00,1477.00,-,1.30%
24-Nov-17,1458.00,1458.00,1458.00,1458.00,-,0.90%
23-Nov-17,1445.00,1445.00,1445.00,1445.00,-,2.26%
22-Nov-17,1413.00,1413.00,1413.00,1413.00,-,1.22%
21-Nov-17,1396.00,1396.00,1396.00,1396.00,-,0.79%
20-Nov-17,1385.00,1385.00,1385.00,1385.00,-,1.02%
17-Nov-17,1371.00,1371.00,1371.00,1371.00,-,0.73%
16-Nov-17,1361.00,1361.00,1361.00,1361.00,-,-0.95%
15-Nov-17,1374.00,1374.00,1374.00,1374.00,-,-2.21%
14-Nov-17,1405.00,1405.00,1405.00,1405.00,-,-2.77%
13-Nov-17,1445.00,1445.00,1445.00,1445.00,-,-1.30%
10-Nov-17,1464.00,1464.00,1464.00,1464.00,-,-1.15%
9-Nov-17,1481.00,1481.00,1481.00,1481.00,-,-0.34%
8-Nov-17,1486.00,1486.00,1486.00,1486.00,-,0.61%
7-Nov-17,1477.00,1477.00,1477.00,1477.00,-,0.27%
6-Nov-17,1473.00,1473.00,1473.00,1473.00,-,-0.20%
3-Nov-17,1476.00,1476.00,1476.00,1476.00,-,-0.40%
2-Nov-17,1482.00,1482.00,1482.00,1482.00,-,-0.94%
1-Nov-17,1496.00,1496.00,1496.00,1496.00,-,-1.71%
31-Oct-17,1522.00,1522.00,1522.00,1522.00,-,-0.78%
30-Oct-17,1534.00,1534.00,1534.00,1534.00,-,-0.78%
27-Oct-17,1546.00,1546.00,1546.00,1546.00,-,-0.58%
26-Oct-17,1555.00,1555.00,1555.00,1555.00,-,-1.14%
25-Oct-17,1573.00,1573.00,1573.00,1573.00,-,-0.94%
24-Oct-17,1588.00,1588.00,1588.00,1588.00,-,0.13%
23-Oct-17,1586.00,1586.00,1586.00,1586.00,-,0.51%
20-Oct-17,1578.00,1578.00,1578.00,1578.00,-,-0.25%
19-Oct-17,1582.00,1582.00,1582.00,1582.00,-,1.02%
18-Oct-17,1566.00,1566.00,1566.00,1566.00,-,0.90%
17-Oct-17,1552.00,1552.00,1552.00,1552.00,-,1.90%
16-Oct-17,1523.00,1523.00,1523.00,1523.00,-,2.56%
13-Oct-17,1485.00,1485.00,1485.00,1485.00,-,1.85%
12-Oct-17,1458.00,1458.00,1458.00,1458.00,-,1.74%
11-Oct-17,1433.00,1433.00,1433.00,1433.00,-,1.06%
10-Oct-17,1418.00,1418.00,1418.00,1418.00,-,0.50%
9-Oct-17,1411.00,1411.00,1411.00,1411.00,-,0.43%
6-Oct-17,1405.00,1405.00,1405.00,1405.00,-,1.66%
5-Oct-17,1382.00,1382.00,1382.00,1382.00,-,4.70%
4-Oct-17,1320.00,1320.00,1320.00,1320.00,-,0.92%
3-Oct-17,1308.00,1308.00,1308.00,1308.00,-,-1.51%
2-Oct-17,1328.00,1328.00,1328.00,1328.00,-,-2.06%
29-Sep-17,1356.00,1356.00,1356.00,1356.00,-,-2.52%
28-Sep-17,1391.00,1391.00,1391.00,1391.00,-,-2.66%
27-Sep-17,1429.00,1429.00,1429.00,1429.00,-,-3.18%
26-Sep-17,1476.00,1476.00,1476.00,1476.00,-,-1.80%
25-Sep-17,1503.00,1503.00,1503.00,1503.00,-,0.07%
22-Sep-17,1502.00,1502.00,1502.00,1502.00,-,2.18%
21-Sep-17,1470.00,1470.00,1470.00,1470.00,-,1.45%
20-Sep-17,1449.00,1449.00,1449.00,1449.00,-,2.40%
19-Sep-17,1415.00,1415.00,1415.00,1415.00,-,1.22%
18-Sep-17,1398.00,1398.00,1398.00,1398.00,-,0.94%
15-Sep-17,1385.00,1385.00,1385.00,1385.00,-,1.76%
14-Sep-17,1361.00,1361.00,1361.00,1361.00,-,1.80%
13-Sep-17,1337.00,1337.00,1337.00,1337.00,-,-0.52%
12-Sep-17,1344.00,1344.00,1344.00,1344.00,-,-0.81%
11-Sep-17,1355.00,1355.00,1355.00,1355.00,-,1.73%
8-Sep-17,1332.00,1332.00,1332.00,1332.00,-,2.78%
7-Sep-17,1296.00,1296.00,1296.00,1296.00,-,3.68%
6-Sep-17,1250.00,1250.00,1250.00,1250.00,-,2.88%
5-Sep-17,1215.00,1215.00,1215.00,1215.00,-,2.36%
4-Sep-17,1187.00,1187.00,1187.00,1187.00,-,0.34%
1-Sep-17,1183.00,1183.00,1183.00,1183.00,-,-0.08%
31-Aug-17,1184.00,1184.00,1184.00,1184.00,-,0.25%
30-Aug-17,1181.00,1181.00,1181.00,1181.00,-,-1.83%
29-Aug-17,1203.00,1203.00,1203.00,1203.00,-,-0.50%
25-Aug-17,1209.00,1209.00,1209.00,1209.00,-,0.75%
24-Aug-17,1200.00,1200.00,1200.00,1200.00,-,-1.80%
23-Aug-17,1222.00,1222.00,1222.00,1222.00,-,-2.16%
22-Aug-17,1249.00,1249.00,1249.00,1249.00,-,-1.34%
21-Aug-17,1266.00,1266.00,1266.00,1266.00,-,0.48%
18-Aug-17,1260.00,1260.00,1260.00,1260.00,-,1.04%
17-Aug-17,1247.00,1247.00,1247.00,1247.00,-,3.31%
16-Aug-17,1207.00,1207.00,1207.00,1207.00,-,3.25%
15-Aug-17,1169.00,1169.00,1169.00,1169.00,-,1.21%
14-Aug-17,1155.00,1155.00,1155.00,1155.00,-,1.49%
11-Aug-17,1138.00,1138.00,1138.00,1138.00,-,4.21%
10-Aug-17,1092.00,1092.00,1092.00,1092.00,-,4.00%
9-Aug-17,1050.00,1050.00,1050.00,1050.00,-,1.16%
8-Aug-17,1038.00,1038.00,1038.00,1038.00,-,0.19%
7-Aug-17,1036.00,1036.00,1036.00,1036.00,-,0.39%
4-Aug-17,1032.00,1032.00,1032.00,1032.00,-,0.88%
3-Aug-17,1023.00,1023.00,1023.00,1023.00,-,3.02%
2-Aug-17,993.00,993.00,993.00,993.00,-,2.90%
1-Aug-17,965.00,965.00,965.00,965.00,-,2.01%
31-Jul-17,946.00,946.00,946.00,946.00,-,1.39%
28-Jul-17,933.00,933.00,933.00,933.00,-,-0.96%
27-Jul-17,942.00,942.00,942.00,942.00,-,-2.69%
26-Jul-17,968.00,968.00,968.00,968.00,-,-1.22%
25-Jul-17,980.00,980.00,980.00,980.00,-,0.31%
24-Jul-17,977.00,977.00,977.00,977.00,-,0.00%
21-Jul-17,977.00,977.00,977.00,977.00,-,1.35%
20-Jul-17,964.00,964.00,964.00,964.00,-,1.69%
19-Jul-17,948.00,948.00,948.00,948.00,-,1.72%
18-Jul-17,932.00,932.00,932.00,932.00,-,2.19%
17-Jul-17,912.00,912.00,912.00,912.00,-,1.33%
14-Jul-17,900.00,900.00,900.00,900.00,-,1.35%
13-Jul-17,888.00,888.00,888.00,888.00,-,3.38%
12-Jul-17,859.00,859.00,859.00,859.00,-,3.49%
11-Jul-17,830.00,830.00,830.00,830.00,-,1.22%
10-Jul-17,820.00,820.00,820.00,820.00,-,-0.24%
7-Jul-17,822.00,822.00,822.00,822.00,-,-0.84%
6-Jul-17,829.00,829.00,829.00,829.00,-,-2.13%
5-Jul-17,847.00,847.00,847.00,847.00,-,-2.76%
4-Jul-17,871.00,871.00,871.00,871.00,-,-1.25%
3-Jul-17,882.00,882.00,882.00,882.00,-,-2.11%
30-Jun-17,901.00,901.00,901.00,901.00,-,-2.07%
29-Jun-17,920.00,920.00,920.00,920.00,-,-0.97%
28-Jun-17,929.00,929.00,929.00,929.00,-,2.88%
27-Jun-17,903.00,903.00,903.00,903.00,-,2.15%
26-Jun-17,884.00,884.00,884.00,884.00,-,1.61%
23-Jun-17,870.00,870.00,870.00,870.00,-,1.75%
22-Jun-17,855.00,855.00,855.00,855.00,-,1.30%
21-Jun-17,844.00,844.00,844.00,844.00,-,-0.35%
20-Jun-17,847.00,847.00,847.00,847.00,-,-0.12%
19-Jun-17,848.00,848.00,848.00,848.00,-,-0.35%
16-Jun-17,851.00,851.00,851.00,851.00,-,-0.47%
15-Jun-17,855.00,855.00,855.00,855.00,-,-1.16%
14-Jun-17,865.00,865.00,865.00,865.00,-,-0.57%
13-Jun-17,870.00,870.00,870.00,870.00,-,0.00%
12-Jun-17,870.00,870.00,870.00,870.00,-,2.47%
9-Jun-17,849.00,849.00,849.00,849.00,-,3.03%
8-Jun-17,824.00,824.00,824.00,824.00,-,0.37%
7-Jun-17,821.00,821.00,821.00,821.00,-,0.37%
6-Jun-17,818.00,818.00,818.00,818.00,-,-0.37%
5-Jun-17,821.00,821.00,821.00,821.00,-,-1.08%
2-Jun-17,830.00,830.00,830.00,830.00,-,-2.35%
1-Jun-17,850.00,850.00,850.00,850.00,-,-3.19%
31-May-17,878.00,878.00,878.00,878.00,-,-2.44%
30-May-17,900.00,900.00,900.00,900.00,-,-1.32%
26-May-17,912.00,912.00,912.00,912.00,-,-0.65%
25-May-17,918.00,918.00,918.00,918.00,-,-1.71%
24-May-17,934.00,934.00,934.00,934.00,-,-1.58%
23-May-17,949.00,949.00,949.00,949.00,-,-0.52%
22-May-17,954.00,954.00,954.00,954.00,-,-0.21%
19-May-17,956.00,956.00,956.00,956.00,-,-0.10%
18-May-17,957.00,957.00,957.00,957.00,-,-0.31%
17-May-17,960.00,960.00,960.00,960.00,-,-2.04%
16-May-17,980.00,980.00,980.00,980.00,-,-1.41%
15-May-17,994.00,994.00,994.00,994.00,-,-1.97%
12-May-17,1014.00,1014.00,1014.00,1014.00,-,0.20%
11-May-17,1012.00,1012.00,1012.00,1012.00,-,0.70%
10-May-17,1005.00,1005.00,1005.00,1005.00,-,-0.20%
9-May-17,1007.00,1007.00,1007.00,1007.00,-,0.60%
8-May-17,1001.00,1001.00,1001.00,1001.00,-,0.70%
5-May-17,994.00,994.00,994.00,994.00,-,-1.00%
4-May-17,1004.00,1004.00,1004.00,1004.00,-,-2.90%
3-May-17,1034.00,1034.00,1034.00,1034.00,-,-3.63%
2-May-17,1073.00,1073.00,1073.00,1073.00,-,-3.25%
28-Apr-17,1109.00,1109.00,1109.00,1109.00,-,-2.20%
27-Apr-17,1134.00,1134.00,1134.00,1134.00,-,-1.13%
26-Apr-17,1147.00,1147.00,1147.00,1147.00,-,-0.61%
25-Apr-17,1154.00,1154.00,1154.00,1154.00,-,-1.37%
24-Apr-17,1170.00,1170.00,1170.00,1170.00,-,-2.09%
21-Apr-17,1195.00,1195.00,1195.00,1195.00,-,-3.86%
20-Apr-17,1243.00,1243.00,1243.00,1243.00,-,-2.74%
19-Apr-17,1278.00,1278.00,1278.00,1278.00,-,-1.24%
